Date,FB,AMZN,AAPL,MSFT,GOOG,TSLA
12/31/2001,,10.81999969,0.33461836,21.08782196,,
1/2/2002,,10.96000004,0.356009573,21.3392868,,
1/3/2002,,11.89999962,0.360287756,22.03637123,,
1/4/2002,,12.25,0.361968517,21.93133354,,
1/7/2002,,12.34000015,0.349897802,21.82311058,,
1/8/2002,,11.85000038,0.345466882,22.08412743,,
1/9/2002,,11.52999973,0.330798686,21.87085724,,
1/10/2002,,11.03999996,0.324381262,22.05228996,,
1/11/2002,,11.02999973,0.321630925,21.8390255,,
1/14/2002,,10.10999966,0.323158979,21.79446793,,
1/15/2002,,10.28999996,0.331562608,22.13824081,,
1/16/2002,,9.130000114,0.317505538,21.6034832,,
1/17/2002,,9.739999771,0.343480557,22.23690796,,
1/18/2002,,10.15999985,0.338743925,21.04006958,,
1/22/2002,,12.60000038,0.333396077,20.51804924,,
